Timestep	MeanReward	BestMeanReward	episodes	exploration	learning_rate
1540000	-18.57	-18.24	4541	0.08785	9.325e-05
1550000	-18.69	-18.24	4557	0.08762500000000001	9.3125e-05
1560000	-18.68	-18.24	4574	0.0874	9.300000000000001e-05
1570000	-18.65	-18.24	4591	0.087175	9.287500000000001e-05
1580000	-18.84	-18.24	4608	0.08695	9.275e-05
1590000	-18.75	-18.24	4625	0.08672500000000001	9.2625e-05
1600000	-18.74	-18.24	4642	0.08650000000000001	9.25e-05
1610000	-18.71	-18.24	4660	0.086275	9.237500000000001e-05
1620000	-18.72	-18.24	4677	0.08605	9.225e-05
1630000	-18.73	-18.24	4693	0.085825	9.2125e-05
1640000	-18.64	-18.24	4711	0.08560000000000001	9.2e-05
1650000	-18.39	-18.24	4727	0.085375	9.1875e-05
1660000	-18.46	-18.24	4743	0.08515	9.175000000000001e-05
1670000	-18.39	-18.24	4760	0.084925	9.1625e-05
1680000	-18.35	-18.24	4777	0.0847	9.15e-05
1690000	-18.4	-18.24	4794	0.08447500000000001	9.137500000000001e-05
1700000	-18.48	-18.24	4811	0.08425	9.125000000000001e-05
1710000	-18.71	-18.24	4827	0.084025	9.1125e-05
1720000	-18.58	-18.24	4844	0.0838	9.1e-05
1730000	-18.78	-18.24	4861	0.08357500000000001	9.0875e-05
1740000	-18.77	-18.24	4878	0.08335000000000001	9.075000000000001e-05
1750000	-18.83	-18.24	4895	0.083125	9.062500000000001e-05
1760000	-18.8	-18.24	4912	0.0829	9.05e-05
1770000	-18.75	-18.24	4930	0.082675	9.0375e-05
1780000	-18.61	-18.24	4946	0.08245	9.025e-05
1790000	-18.45	-18.24	4963	0.082225	9.012500000000001e-05
1800000	-18.51	-18.24	4981	0.082	9e-05
1810000	-18.36	-18.24	4997	0.081775	8.9875e-05
1820000	-18.36	-18.24	5014	0.08155000000000001	8.975e-05
1830000	-18.42	-18.24	5031	0.08132500000000001	8.962500000000001e-05
1840000	-18.61	-18.24	5047	0.0811	8.950000000000001e-05
1850000	-18.71	-18.24	5064	0.080875	8.9375e-05
1860000	-18.71	-18.24	5081	0.08065	8.925e-05
1870000	-18.7	-18.24	5097	0.080425	8.912500000000001e-05
1880000	-18.77	-18.24	5114	0.08020000000000001	8.900000000000001e-05
1890000	-18.69	-18.24	5131	0.079975	8.8875e-05
1900000	-18.54	-18.24	5147	0.07975	8.875e-05
1910000	-18.46	-18.24	5163	0.079525	8.8625e-05
1920000	-18.31	-18.24	5179	0.07930000000000001	8.850000000000001e-05
1930000	-18.38	-18.24	5196	0.079075	8.837500000000001e-05
1940000	-18.43	-18.24	5213	0.07885	8.825e-05
1950000	-18.47	-18.24	5230	0.078625	8.8125e-05
1960000	-18.45	-18.24	5246	0.0784	8.8e-05
1970000	-18.43	-18.24	5261	0.07817500000000001	8.787500000000001e-05
1980000	-18.53	-18.24	5278	0.07795	8.775e-05
1990000	-18.54	-18.24	5295	0.077725	8.7625e-05
2000000	-18.44	-18.24	5311	0.0775	8.75e-05
2010000	-18.48	-18.24	5327	0.07727500000000001	8.737500000000001e-05
2020000	-18.45	-18.24	5343	0.07705000000000001	8.725e-05
2030000	-18.52	-18.24	5359	0.076825	8.7125e-05
2040000	-18.43	-18.24	5375	0.0766	8.7e-05
2050000	-18.39	-18.24	5391	0.076375	8.687500000000001e-05
2060000	-18.31	-18.24	5407	0.07615	8.675000000000001e-05
2070000	-18.3	-18.21	5425	0.075925	8.6625e-05
2080000	-18.27	-18.19	5441	0.0757	8.65e-05
2090000	-18.27	-18.19	5458	0.075475	8.6375e-05
2100000	-18.22	-18.19	5474	0.07525	8.625000000000001e-05
2110000	-18.3	-18.19	5491	0.07502500000000001	8.6125e-05
2120000	-18.36	-18.19	5507	0.0748	8.6e-05
2130000	-18.28	-18.19	5523	0.074575	8.5875e-05
2140000	-18.2	-18.16	5539	0.07435	8.575000000000001e-05
2150000	-18.08	-18.08	5554	0.074125	8.562500000000001e-05
2160000	-18.09	-18.04	5569	0.07390000000000001	8.55e-05
2170000	-17.96	-17.93	5585	0.073675	8.5375e-05
2180000	-17.89	-17.76	5600	0.07345	8.525000000000001e-05
2190000	-17.85	-17.76	5616	0.073225	8.512500000000001e-05
2200000	-18.02	-17.76	5632	0.07300000000000001	8.5e-05
2210000	-18.23	-17.76	5648	0.072775	8.4875e-05
2220000	-18.28	-17.76	5664	0.07255	8.475e-05
2230000	-18.52	-17.76	5680	0.072325	8.462500000000001e-05
2240000	-18.61	-17.76	5696	0.0721	8.450000000000001e-05
2250000	-18.49	-17.76	5712	0.071875	8.4375e-05
2260000	-18.51	-17.76	5728	0.07165	8.425e-05
2270000	-18.42	-17.76	5743	0.071425	8.4125e-05
2280000	-18.44	-17.76	5759	0.0712	8.400000000000001e-05
2290000	-18.42	-17.76	5774	0.070975	8.3875e-05
2300000	-18.32	-17.76	5789	0.07075000000000001	8.375e-05
2310000	-18.25	-17.76	5804	0.070525	8.3625e-05
2320000	-18.25	-17.76	5820	0.0703	8.35e-05
2330000	-18.19	-17.76	5836	0.070075	8.337500000000001e-05
2340000	-18.24	-17.76	5851	0.06985	8.325e-05
2350000	-18.03	-17.76	5867	0.06962499999999999	8.3125e-05
2360000	-17.93	-17.76	5882	0.0694	8.3e-05
2370000	-17.94	-17.76	5898	0.069175	8.2875e-05
2380000	-17.91	-17.76	5914	0.06895000000000001	8.275e-05
2390000	-17.78	-17.76	5929	0.06872500000000001	8.2625e-05
2400000	-17.82	-17.76	5944	0.0685	8.25e-05
2410000	-17.68	-17.68	5959	0.068275	8.237500000000001e-05
2420000	-17.69	-17.65	5974	0.06805	8.225000000000001e-05
2430000	-18.0	-17.65	5990	0.067825	8.2125e-05
2440000	-17.88	-17.65	6005	0.0676	8.2e-05
2450000	-17.82	-17.65	6020	0.067375	8.1875e-05
2460000	-17.89	-17.65	6036	0.06715	8.175000000000001e-05
2470000	-17.75	-17.65	6052	0.06692500000000001	8.1625e-05
2480000	-17.99	-17.65	6068	0.06670000000000001	8.15e-05
2490000	-17.77	-17.65	6083	0.066475	8.1375e-05
2500000	-17.74	-17.64	6098	0.06625	8.125e-05
2510000	-17.68	-17.64	6113	0.066025	8.112500000000001e-05
2520000	-17.86	-17.64	6129	0.0658	8.1e-05
2530000	-17.79	-17.64	6145	0.065575	8.0875e-05
2540000	-17.84	-17.64	6160	0.06534999999999999	8.075000000000001e-05
2550000	-17.98	-17.64	6176	0.065125	8.062500000000001e-05
2560000	-18.02	-17.64	6190	0.0649	8.05e-05
2570000	-18.01	-17.64	6206	0.06467500000000001	8.0375e-05
2580000	-18.18	-17.64	6221	0.06445000000000001	8.025e-05
2590000	-17.99	-17.64	6236	0.064225	8.012500000000001e-05
2600000	-18.02	-17.64	6252	0.064	8e-05
2610000	-18.09	-17.64	6267	0.063775	7.9875e-05
2620000	-17.97	-17.64	6282	0.06355	7.975e-05
2630000	-18.08	-17.64	6298	0.063325	7.9625e-05
2640000	-18.08	-17.64	6313	0.0631	7.950000000000001e-05
2650000	-18.17	-17.64	6328	0.062875	7.9375e-05
2660000	-18.23	-17.64	6344	0.06265000000000001	7.925e-05
2670000	-18.17	-17.64	6360	0.062425	7.912500000000001e-05
2680000	-18.4	-17.64	6376	0.062200000000000005	7.900000000000001e-05
2690000	-18.17	-17.64	6392	0.061975	7.8875e-05
2700000	-18.03	-17.64	6407	0.06175	7.875e-05
2710000	-18.07	-17.64	6424	0.061525	7.8625e-05
2720000	-18.08	-17.64	6439	0.0613	7.850000000000001e-05
2730000	-17.9	-17.64	6454	0.061075000000000004	7.837500000000001e-05
2740000	-17.95	-17.64	6469	0.06085	7.825e-05
2750000	-17.92	-17.64	6484	0.060625	7.8125e-05
2760000	-17.78	-17.64	6499	0.0604	7.8e-05
2770000	-17.67	-17.64	6514	0.060175	7.787500000000001e-05
2780000	-17.77	-17.58	6530	0.05995	7.775e-05
2790000	-17.65	-17.53	6545	0.059725	7.7625e-05
2800000	-17.52	-17.51	6560	0.0595	7.75e-05
2810000	-17.72	-17.51	6576	0.059275	7.7375e-05
2820000	-17.78	-17.51	6590	0.05905	7.725000000000001e-05
2830000	-17.83	-17.51	6605	0.058825	7.7125e-05
2840000	-18.02	-17.51	6620	0.0586	7.7e-05
2850000	-18.18	-17.51	6636	0.058374999999999996	7.6875e-05
2860000	-17.99	-17.51	6651	0.05815	7.675e-05
2870000	-18.02	-17.51	6666	0.057925	7.6625e-05
2880000	-17.92	-17.51	6680	0.0577	7.65e-05
2890000	-17.72	-17.51	6694	0.057475000000000005	7.6375e-05
2900000	-17.74	-17.51	6709	0.05725	7.625000000000001e-05
2910000	-17.62	-17.51	6724	0.057025	7.612500000000001e-05
2920000	-17.49	-17.49	6739	0.0568	7.6e-05
2930000	-17.39	-17.3	6754	0.056575	7.5875e-05
2940000	-17.36	-17.27	6768	0.056350000000000004	7.575e-05
2950000	-17.42	-17.27	6782	0.056125	7.562500000000001e-05
2960000	-17.45	-17.27	6797	0.0559	7.55e-05
2970000	-17.62	-17.27	6812	0.055675	7.5375e-05
2980000	-17.59	-17.27	6827	0.05545	7.525e-05
2990000	-17.5	-17.27	6841	0.055225	7.5125e-05
3000000	-17.54	-17.27	6856	0.055	7.500000000000001e-05
3010000	-17.45	-17.27	6870	0.054775000000000004	7.4875e-05
3020000	-17.49	-17.27	6886	0.05455	7.475e-05
3030000	-17.64	-17.27	6901	0.054325000000000005	7.462500000000001e-05
3040000	-17.39	-17.27	6915	0.0541	7.45e-05
3050000	-17.35	-17.21	6930	0.053875000000000006	7.4375e-05
3060000	-17.51	-17.21	6945	0.053649999999999996	7.425e-05
3070000	-17.21	-17.21	6958	0.053425	7.4125e-05
3080000	-17.21	-17.21	6972	0.0532	7.400000000000001e-05
3090000	-17.19	-17.1	6987	0.052975	7.3875e-05
3100000	-17.04	-17.04	7000	0.05275	7.375e-05
3110000	-17.06	-16.94	7015	0.052525	7.3625e-05
3120000	-17.13	-16.94	7029	0.0523	7.35e-05
3130000	-16.97	-16.9	7042	0.052075	7.337500000000001e-05
3140000	-16.94	-16.86	7056	0.05185	7.325e-05
3150000	-16.98	-16.86	7070	0.051625000000000004	7.3125e-05
3160000	-16.95	-16.86	7083	0.051399999999999994	7.3e-05
3170000	-16.9	-16.86	7097	0.051175	7.2875e-05
3180000	-16.89	-16.86	7111	0.050949999999999995	7.275e-05
3190000	-16.96	-16.86	7125	0.050725	7.2625e-05
3200000	-17.17	-16.86	7139	0.050499999999999996	7.25e-05
3210000	-17.26	-16.86	7153	0.050275	7.237500000000001e-05
3220000	-17.05	-16.86	7167	0.05005	7.225e-05
3230000	-16.93	-16.86	7180	0.049825	7.2125e-05
3240000	-16.61	-16.61	7193	0.0496	7.2e-05
3250000	-16.64	-16.61	7207	0.049375	7.1875e-05
3260000	-16.59	-16.59	7221	0.049150000000000006	7.175000000000001e-05
3270000	-16.69	-16.55	7235	0.048924999999999996	7.1625e-05
3280000	-16.41	-16.41	7248	0.04870000000000001	7.15e-05
3290000	-16.43	-16.28	7262	0.048475	7.1375e-05
3300000	-16.46	-16.28	7274	0.04825	7.125000000000001e-05
3310000	-16.59	-16.28	7289	0.048025	7.112500000000001e-05
3320000	-16.48	-16.28	7302	0.0478	7.1e-05
3330000	-16.57	-16.28	7317	0.047575	7.0875e-05
3340000	-16.47	-16.28	7330	0.04735	7.075000000000001e-05
3350000	-16.39	-16.28	7343	0.047125	7.0625e-05
3360000	-16.42	-16.28	7356	0.046900000000000004	7.05e-05
3370000	-16.42	-16.28	7370	0.046674999999999994	7.0375e-05
3380000	-16.62	-16.28	7384	0.04645	7.025e-05
3390000	-16.47	-16.28	7397	0.046224999999999995	7.0125e-05
3400000	-16.57	-16.28	7411	0.046	7.000000000000001e-05
3410000	-16.54	-16.28	7425	0.045774999999999996	6.9875e-05
3420000	-16.61	-16.28	7438	0.04555	6.975e-05
3430000	-16.55	-16.28	7451	0.045325	6.9625e-05
3440000	-16.56	-16.28	7464	0.0451	6.950000000000001e-05
3450000	-16.46	-16.28	7477	0.044875	6.937499999999999e-05
3460000	-16.42	-16.28	7490	0.04465	6.925e-05
3470000	-16.19	-16.19	7502	0.04442499999999999	6.9125e-05
3480000	-16.15	-16.12	7514	0.044199999999999996	6.9e-05
3490000	-16.1	-16.05	7527	0.04397499999999999	6.887500000000001e-05
3500000	-16.15	-16.05	7540	0.04375	6.875e-05
3510000	-16.0	-16.0	7553	0.043525	6.8625e-05
3520000	-15.98	-15.97	7566	0.0433	6.850000000000001e-05
3530000	-16.05	-15.97	7579	0.043075	6.837500000000001e-05
3540000	-16.22	-15.97	7593	0.04285	6.825e-05
3550000	-16.35	-15.97	7606	0.042625	6.8125e-05
3560000	-16.47	-15.97	7620	0.0424	6.8e-05
3570000	-16.46	-15.97	7633	0.042175000000000004	6.787500000000001e-05
3580000	-16.45	-15.97	7645	0.041949999999999994	6.775e-05
3590000	-16.7	-15.97	7658	0.041725000000000005	6.7625e-05
3600000	-16.74	-15.97	7671	0.041499999999999995	6.75e-05
3610000	-16.6	-15.97	7684	0.041275	6.7375e-05
3620000	-16.44	-15.97	7696	0.041049999999999996	6.725000000000001e-05
3630000	-16.4	-15.97	7708	0.040825	6.7125e-05
3640000	-16.02	-15.97	7720	0.0406	6.7e-05
3650000	-15.93	-15.87	7733	0.040375	6.687500000000001e-05
3660000	-15.92	-15.87	7746	0.04015	6.675e-05
3670000	-15.81	-15.76	7759	0.039925	6.6625e-05
3680000	-15.73	-15.67	7772	0.03969999999999999	6.65e-05
3690000	-15.83	-15.67	7784	0.039474999999999996	6.6375e-05
3700000	-15.9	-15.67	7797	0.03924999999999999	6.625e-05
3710000	-15.92	-15.67	7809	0.039025	6.6125e-05
3720000	-16.24	-15.67	7822	0.038799999999999994	6.6e-05
3730000	-16.21	-15.67	7834	0.038575	6.5875e-05
3740000	-16.23	-15.67	7847	0.038349999999999995	6.575e-05
3750000	-16.2	-15.67	7858	0.038125	6.562500000000001e-05
3760000	-16.06	-15.67	7870	0.0379	6.55e-05
3770000	-16.02	-15.67	7884	0.037675	6.5375e-05
3780000	-16.07	-15.67	7897	0.03745	6.525000000000001e-05
3790000	-16.03	-15.67	7909	0.037224999999999994	6.5125e-05
3800000	-15.89	-15.67	7921	0.037000000000000005	6.500000000000001e-05
3810000	-15.92	-15.67	7933	0.036775	6.4875e-05
3820000	-15.91	-15.67	7946	0.03655	6.475e-05
3830000	-16.05	-15.67	7959	0.036324999999999996	6.462500000000001e-05
3840000	-16.5	-15.67	7973	0.03610000000000001	6.45e-05
3850000	-16.28	-15.67	7985	0.03587499999999999	6.4375e-05
3860000	-16.2	-15.67	7998	0.03565	6.425e-05
3870000	-16.08	-15.67	8009	0.035425	6.4125e-05
3880000	-16.2	-15.67	8022	0.035199999999999995	6.400000000000001e-05
3890000	-16.49	-15.67	8036	0.03497499999999999	6.3875e-05
3900000	-16.5	-15.67	8048	0.03475	6.375e-05
3910000	-16.58	-15.67	8061	0.034525	6.3625e-05
3920000	-16.37	-15.67	8074	0.0343	6.35e-05
3930000	-16.38	-15.67	8087	0.034074999999999994	6.337500000000001e-05
3940000	-16.14	-15.67	8100	0.033850000000000005	6.325e-05
3950000	-16.16	-15.67	8112	0.03362499999999999	6.3125e-05
3960000	-15.95	-15.67	8124	0.0334	6.300000000000001e-05
3970000	-15.76	-15.67	8137	0.033174999999999996	6.2875e-05
3980000	-15.71	-15.67	8150	0.03294999999999999	6.275000000000001e-05
3990000	-15.5	-15.5	8163	0.03272499999999999	6.262499999999999e-05
4000000	-15.47	-15.36	8175	0.0325	6.25e-05
4010000	-15.47	-15.36	8188	0.032275	6.237500000000001e-05
4020000	-15.83	-15.36	8201	0.032049999999999995	6.225e-05
4030000	-15.73	-15.36	8213	0.031825000000000006	6.2125e-05
4040000	-15.71	-15.36	8224	0.0316	6.2e-05
4050000	-15.36	-15.36	8236	0.031375	6.1875e-05
4060000	-15.5	-15.36	8249	0.031149999999999997	6.175000000000001e-05
4070000	-15.68	-15.36	8262	0.030924999999999994	6.162500000000001e-05
4080000	-15.74	-15.36	8275	0.03069999999999999	6.15e-05
4090000	-15.98	-15.36	8288	0.030475000000000002	6.137500000000001e-05
4100000	-15.63	-15.36	8300	0.03025	6.125e-05
4110000	-15.62	-15.36	8312	0.030024999999999996	6.112500000000001e-05
4120000	-15.93	-15.36	8325	0.029799999999999993	6.1e-05
4130000	-16.26	-15.36	8337	0.029575000000000004	6.0875e-05
4140000	-16.26	-15.36	8351	0.02935	6.075e-05
4150000	-16.07	-15.36	8363	0.029124999999999998	6.0625e-05
4160000	-16.12	-15.36	8375	0.028899999999999995	6.05e-05
4170000	-15.92	-15.36	8387	0.028674999999999992	6.0375000000000004e-05
4180000	-15.95	-15.36	8399	0.02844999999999999	6.025e-05
4190000	-15.81	-15.36	8410	0.028225	6.0125000000000005e-05
4200000	-15.79	-15.36	8423	0.027999999999999997	6e-05
4210000	-15.78	-15.36	8436	0.027774999999999994	5.9875000000000005e-05
4220000	-15.86	-15.36	8448	0.02754999999999999	5.975e-05
4230000	-15.96	-15.36	8461	0.027325000000000002	5.9625000000000006e-05
4240000	-15.77	-15.36	8473	0.0271	5.95e-05
4250000	-15.78	-15.36	8484	0.026874999999999996	5.9375e-05
4260000	-16.01	-15.36	8497	0.026650000000000007	5.9250000000000004e-05
4270000	-16.12	-15.36	8509	0.02642499999999999	5.9125e-05
4280000	-16.02	-15.36	8520	0.0262	5.9000000000000004e-05
4290000	-15.7	-15.36	8532	0.025974999999999998	5.8875e-05
4300000	-15.63	-15.36	8545	0.025749999999999995	5.8750000000000005e-05
4310000	-15.58	-15.36	8558	0.025524999999999992	5.8625e-05
4320000	-15.62	-15.36	8569	0.025300000000000003	5.8500000000000006e-05
4330000	-15.58	-15.36	8582	0.025075	5.8375e-05
4340000	-15.24	-15.24	8593	0.024849999999999997	5.8250000000000006e-05
4350000	-15.39	-15.16	8606	0.024624999999999994	5.8125e-05
4360000	-15.22	-15.16	8617	0.024400000000000005	5.800000000000001e-05
4370000	-15.15	-15.04	8629	0.024174999999999988	5.7875000000000004e-05
4380000	-15.25	-15.04	8642	0.02395	5.775e-05
4390000	-15.34	-15.04	8655	0.023724999999999996	5.7625e-05
4400000	-15.5	-15.04	8669	0.023499999999999993	5.75e-05
4410000	-15.79	-15.04	8682	0.02327499999999999	5.7375e-05
4420000	-15.94	-15.04	8694	0.02305	5.725e-05
4430000	-15.79	-15.04	8706	0.022824999999999998	5.7125e-05
4440000	-16.2	-15.04	8719	0.022599999999999995	5.7e-05
4450000	-16.23	-15.04	8731	0.022374999999999992	5.6875e-05
4460000	-16.42	-15.04	8744	0.022150000000000003	5.6750000000000004e-05
4470000	-16.02	-15.04	8755	0.021924999999999986	5.6625e-05
4480000	-16.05	-15.04	8769	0.021699999999999997	5.6500000000000005e-05
4490000	-15.9	-15.04	8782	0.021474999999999994	5.6375e-05
4500000	-16.16	-15.04	8796	0.02124999999999999	5.6250000000000005e-05
4510000	-16.09	-15.04	8808	0.021025000000000002	5.6125e-05
4520000	-15.92	-15.04	8820	0.0208	5.6e-05
4530000	-16.01	-15.04	8833	0.020574999999999996	5.5875e-05
4540000	-15.82	-15.04	8846	0.020349999999999993	5.575e-05
4550000	-15.8	-15.04	8857	0.020125000000000004	5.5625000000000004e-05
4560000	-15.56	-15.04	8870	0.0199	5.55e-05
