LossDelta	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.00924106	5.605492353439331	0	3.70740740741	2.1325390754	14.0	1.0	3.70740740741	2.1325390754	1001	1001
0.0077226	5.952793836593628	1	3.84291187739	2.38333886903	16.0	1.0	3.84291187739	2.38333886903	1003	2004
0.0095797	6.291049003601074	2	3.89883268482	2.25026556998	14.0	1.0	3.89883268482	2.25026556998	1002	3006
0.00800344	6.620811939239502	3	3.88372093023	2.65343979465	18.0	1.0	3.88372093023	2.65343979465	1002	4008
0.00754254	6.950243711471558	4	3.921875	2.70158915906	28.0	1.0	3.921875	2.70158915906	1004	5012
0.00816134	7.277417182922363	5	4.14462809917	2.72571017096	17.0	1.0	4.14462809917	2.72571017096	1003	6015
0.0112923	7.606867074966431	6	3.78113207547	2.33376015354	16.0	1.0	3.78113207547	2.33376015354	1002	7017
0.00944576	7.9281768798828125	7	4.12345679012	2.57743955021	15.0	1.0	4.12345679012	2.57743955021	1002	8019
0.00847267	8.261011838912964	8	4.1393442623	2.59828308308	15.0	1.0	4.1393442623	2.59828308308	1010	9029
0.00820558	8.585479974746704	9	4.21848739496	3.01581173171	22.0	1.0	4.21848739496	3.01581173171	1004	10033
0.00891681	8.91187834739685	10	4.04838709677	2.37036419792	14.0	1.0	4.04838709677	2.37036419792	1004	11037
0.00746058	9.22897744178772	11	4.63425925926	2.99853859581	17.0	2.0	4.63425925926	2.99853859581	1001	12038
0.00881316	9.548895597457886	12	4.47767857143	3.01624203928	17.0	1.0	4.47767857143	3.01624203928	1003	13041
0.00705978	9.86485767364502	13	4.55454545455	3.2560052592	22.0	1.0	4.55454545455	3.2560052592	1002	14043
0.00667429	10.182523727416992	14	4.52941176471	3.33299616785	21.0	1.0	4.52941176471	3.33299616785	1001	15044
0.00905514	10.497496128082275	15	4.86473429952	3.15479281143	20.0	1.0	4.86473429952	3.15479281143	1007	16051
0.00610186	10.8070969581604	16	5.15979381443	3.28856687973	22.0	2.0	5.15979381443	3.28856687973	1001	17052
0.00603291	11.113230466842651	17	5.33510638298	3.25174936378	18.0	1.0	5.33510638298	3.25174936378	1003	18055
0.00704634	11.418073415756226	18	5.7816091954	4.52559842326	28.0	1.0	5.7816091954	4.52559842326	1006	19061
0.00404343	11.723430633544922	19	5.55248618785	3.74368815491	19.0	1.0	5.55248618785	3.74368815491	1005	20066
0.00519265	12.025346517562866	20	5.51098901099	3.70437669712	21.0	1.0	5.51098901099	3.70437669712	1003	21069
0.00294712	12.325812578201294	21	5.72727272727	4.44723425985	37.0	2.0	5.72727272727	4.44723425985	1008	22077
